finishId,startId,finishText,vkId,isBest,avgVote,medVote
-971,-91,", потом встать и присмотреться, затем снова лечь и прислушаться и т.д. - получится неплохая зарядка",2204686,0,4.875,5.0
-970,-91,"на МКАДе получилось раньше, чем тебя сбили - значит сейчас пробки",2204686,0,3.0,3.0
-969,-91,"- то можно услышать, как подъедет машина, которая тебя задавит",2204686,0,3.5,3.0
-968,-91,", то про тебя потом могут пошутить в Шуткоботе",2204686,0,4.0,3.0
-967,-91,Можешь услышать стоны кротихи,80391772,0,4.75,5.0
-966,-90,"России с Белоруссией найден Панин. Но задержать его невозможно. Одна нога здесь, другая - там",34957710,0,3.875,3.0
-965,-90,сломался ключ. Пополам. :/,18486664,0,2.25,2.0
-964,-90,": 
- Пути.
- Не путю!",18486664,0,4.875,4.0
-963,-90,реальности и фантастики можно встретить хорошие шутки в Шуткоботе,2204686,1,6.125,5.5
-962,-89,рабочие не делятся,2204686,0,3.71429,3.0
-961,-89,силы обычно не кончаются,2204686,0,3.0,3.0
-960,-89,все только начинается,2204686,0,3.42857,3.0
-959,-89,"хорошо, когда пятница, а у меня, $#@, воскресенье",2204686,0,2.55556,2.0
-958,-89,...В каком конце? Спросил Владимир Владимирович,56109258,0,3.125,3.0
-957,-89,"тракторист Петрович урчит, как кот",5197119,0,3.5,3.0
-956,-89,рабы на галерах уходили на заслуженный отдых на плантации,5197119,0,3.71429,3.0
-955,-89,у некоторых начинается следующая рабочая неделя,5197119,0,2.77778,2.0
-954,-89,"летом можно увидеть свое начальство, если быть очень внимательным.",18486664,1,4.88889,4.0
-953,-89,мы уже какие-то нерабочие,229385601,0,4.5,3.0
-952,-89,начининается новая,229385601,0,2.75,3.0
-951,-88,"бабушки, они и так пухленькие, решила мама и сама поехала к бабушке.",56109258,0,4.5,5.0
-950,-88,"сладкого, сказал папа и съел весь торт.",56109258,0,7.0,7.0
-949,-88,"0 до 18 лет, потом они уже не дети",2204686,0,3.6,2.0
-948,-88,заката до рассвета,2204686,0,5.0,3.0
-947,-88,лично. От лично министра образования с её нововведениями,2204686,0,4.5,5.0
-946,-88,"информации 18+, потому что иначе они поймут, какая х*йня творится во взрослой жизни и откажутся взрослеть",2204686,0,6.4,6.5
-945,-88,"коррупции, поэтому я здесь, чтобы не пропустить к ним ни одной взятки, - говорил министр образования, забирая чемоданчик",2204686,0,5.2,2.0
-944,-88,"водобоязни, иначе в старости мы так и не поймём, зачем их заводил",2204686,0,5.5,4.0
-943,-88,"алкоголя, а так хотелось бы проводить вечер пятницы всей семьёй вместе",2204686,0,2.6,2.0
-942,-88,- неправильная формулировка. Правильная: детей нужно защищать для,2204686,0,2.2,2.0
-941,-88,"министерств здравоохранения и образования, дабы сберечь психику и креативность",5197119,0,5.8,4.0
-940,-88,"вредной информации, которая может плохо повлиять на их неокрепшие умы, - говаривал Гитлер о еврейских текстах",2204686,0,4.8,4.0
-939,-88,0:00 до 23:59 1 июня,2204686,0,3.0,2.0
-938,-88,защитников детей,18486664,1,7.5,8.0
-937,-88,других детей,18486664,0,5.0,4.0
-936,-87,"внешне все меньше в нынешние времена, отличить было трудно, - оправдывался слесарь Потапов перед столяром Ивановым",2204686,0,3.0,3.0
-935,-87,"тем, что им не по хуй",2204686,0,4.4,4.0
-934,-87,"а мужчины от женщин не отличаются! - громко доказывала Света, считавшая себя феминисткой",2204686,1,5.8,5.0
-933,-87,", а не мужчины от женщин.",18486664,0,2.2,1.0
-932,-87,и точка,18486664,0,2.6,2.0
-931,-86,обед,229385601,1,3.0,3.0
-930,-86,говно. Только проснулся — уже в говно.,11420264,0,2.625,1.0
-929,-85,может быть мы бы её ещё любили,18048224,0,3.0,3.0
-928,-85,то мой плейлист был бы только из одной песни Юрия Лозы,18048224,0,6.125,6.5
-927,-85,я бы перестал западать на старушек,18048224,0,3.0,1.0
-926,-85,Не было бы песен Максима Галкина,2204686,0,4.57143,3.0
-925,-85,"на одну мумию на ""Голубом огоньке"" было бы меньше",2204686,0,3.28571,3.0
-924,-85,", то кого звать с собой, кто придёт сквозь злые ночи?",56109258,1,6.42857,6.5
-923,-85,", Галкин не был бы ведущим на первом канале",56109258,0,4.0,3.0
-922,-85,", нельзя было бы развести парня на миллион миллион алых роз...)",56109258,0,4.25,4.0
-921,-84,До сих пор бухой,6681591,0,2.85714,2.0
-920,-84,"из лужицы Иванушка и стал инспектор гибдд старший сержант Иван Александрович, предьявите ваши документы",5197119,0,4.57143,5.0
-919,-84,....арарв аоадыдчткшв свлтаушц своей бывшей,5197119,0,3.71429,3.0
-918,-84,", закусил и зациклился",5197119,0,5.375,5.0
-917,-84,"с шуткоботом и сказала рыбка человеческим голосом: ""Человек наполовину состоит из добивки""",2204686,0,6.0,3.0
-916,-84,"1,5 литра воды и не стал здоровым. Может я не врач?",5197119,0,3.85714,2.0
-915,-84,"гиннеса - заговорил на ирландском;
выпил шпатена - заговорил на немецком;
выпил балтику 7ку - язык стал заплетаться",5197119,0,5.42857,3.0
-914,-84,"элексир бессмертия и теперь вся жизнь на игле, а яйца в утке - жаловался Кощей",2204686,1,6.57143,4.0
-913,-84,". А теперь ты расскажи, как попал в вытрезвитель?",2204686,0,3.875,4.0
-912,-84,"и ещё раз, и ещё много-много раз!",2204686,0,3.71429,3.0
-911,-84,"абсент и... Снится нам трава трава у доооома, зелеееная зелеееная трава",5197119,0,3.14286,3.0
-910,-84,- и с тех пор понеслось!,2204686,0,4.14286,3.0
-909,-84,медовуху и украл у медведя мёд,5197119,0,3.57143,2.0
-908,-84,валерьяны и мяяяяяяууууу мяу мяу мяу,5197119,0,3.85714,4.0
-907,-84,ромашковый чай и не успоколся. Опасный я.,5197119,1,5.28571,5.0
-906,-84,",как-то раз закусил",229385601,0,3.125,3.0
-904,-81,человечины,2204686,0,2.25,2.0
-903,-81,"мамы, а на вторую - из папы",2204686,0,3.0,3.0
-902,-81,половины,2204686,1,4.875,3.0
-901,-81,.,229385601,0,1.0,1.0
-900,-81,озолькоинов,229385601,1,3.125,3.0
-899,-82,надо как следует сходить в туалет вечером,229385601,0,4.375,4.0
-898,-82,"моя жена предложила завести собаку. В итоге ей досталось легче, а мне - вставать по утрам...",2204686,0,6.5,5.0
-897,-82,все перестали читать и писать в шуткобота,2204686,0,2.85714,2.0
-896,-82,я передвинул начало своего рабочего дня на 15 часов утра,2204686,0,6.28571,4.0
-895,-82,я не ложусь,2204686,1,6.85714,6.5
-894,-83,дожить до новогодних,5197119,1,3.0,2.0
-893,-83,+1 добивку,8025376,0,2.71429,1.0
-892,-80,"вывести тараканов, пока они не вывели тебя из себя",2204686,0,3.66667,1.0
-891,-80,"победа над собой"" - сказал Гитлер и выпил яду",2204686,0,5.83333,6.5
-890,-80,"выиграть 9 мая в лотерею ""Победа"" автомобиль ""Победа""",2204686,0,3.57143,1.0
-889,-80,"сжечь к хренам Москву и у меня это получилось"", - рассказывал внукам Наполеона Кутузов",2204686,0,2.6,2.0
-888,-80,победить лень. Вернее так: победить? Лень...,2204686,0,3.0,3.0
-887,-80,отвоевать себе отгулы с 6го по 8е,2204686,0,3.28571,1.0
-886,-80,радует!,2204686,0,4.0,1.0
-885,-80,"когда ты рад больше, чем тебе завидуют",2204686,0,2.8,1.0
-884,-80,просто как по щелчку пальцев,2204686,0,4.33333,3.0
-883,-80,найти лучшую шаурму в Москве,18048224,0,2.33333,2.0
-882,-80,Сделать годное селфи с 1 разв,9751803,0,2.66667,2.0
-881,-80,У Зеленского,9751803,1,7.16667,8.0
-880,-80,Когда купил Алко в 22:59,9751803,0,2.66667,2.0
-879,-79,", но мне бы хватило и одного",34957710,1,5.9,5.0
-878,-79,"- 8 и 13 за эту шутку. Как видишь, стакан еще полон",18048224,0,5.18182,4.0
-877,-79,- я добил шутку и предложил зачин,18048224,0,5.8,4.0
-876,-79,и только одна печень,18048224,0,4.27273,5.0
-875,-79,"и 100500, чтобы похавать",18048224,0,3.46154,3.0
-874,-79,- у меня есть и я хочу,18048224,0,2.75,2.0
-873,-79,1) нашёл повод 2) нашёл что бы выпить,2204686,0,2.54545,1.0
-872,-79,1) хочу 2) через нехочу,2204686,0,4.33333,4.0
-871,-79,1) хочу пить 2) надо про что-то пошутить в шуткоботе,2204686,0,3.3,3.0
-870,-79,", но про оба уже наверняка кто-то другой пошутил в шуткоботе",2204686,0,4.5,4.0
-869,-79,", работа и отдых - сказал сомелье",2204686,1,4.22222,5.0
-868,-79,- первый и второй (и перерывчик небольшой),2204686,0,3.66667,3.0
-867,-79,- стакан наполовину пуст и наполовину полон,2204686,0,4.0,3.0
-866,-79,"- с горя оттого, что денег нет и от радости, что деньги есть",2204686,0,3.44444,3.0
-865,-79,- будни и выходные,2204686,0,2.5,2.0
-864,-76,"- прежде, чем воспользоваться возможностью уделать друга в споре, попробуйте воспользоваться головой!",2204686,0,2.33333,2.0
-863,-76,- не садитесь за руль. Сидеть за столом реально удобнее!,2204686,1,4.73333,3.0
-862,-76,- будьте осторожнее. Они тоже хотят отдохнуть на праздниках!,2204686,1,4.46667,3.0
-861,-77,"""Сегодня ты можешь предложить ещё 5 добивок""",54396,0,4.83333,5.0
-860,-77,"""Герасим, это просто совпадение""",54396,0,4.27273,4.0
-859,-77,"""Давай уже после майских, старче!""",2204686,1,6.25,6.5
-858,-77,"отпущу я тебя, мужик, только ты исполни три моих желания",18486664,0,3.45455,3.0
-857,-77,"""админы в отпуске, поэтому пока шуткобот молчит, как я...""",8025376,0,2.09091,1.0
-856,-77,Такой пиздец в стране больше я молчать не могу,169738128,0,5.58333,5.0
-855,-77,Ты пидор [2],80869211,0,5.08333,3.0
-854,-77,Ты пидор,80869211,0,4.41667,2.0
-853,-77,надо платить за ипотеку,54969569,0,2.41667,1.0
-852,-78,"у всех отложить все на ""Давай уже после майских""",2204686,1,4.21429,4.0
-851,-78,жуки,2204686,0,3.28571,3.0
-850,-78,рассмешить Бога.,54396,0,3.71429,3.0
-849,-78,"Написать три добивки, чтобы можно было смотреть лучшие шутки предыдущего дня.",54396,1,5.07143,3.0
-848,-74,"рифмоплеты занимались стихами, а не бургерными и наушниками",5197119,0,3.44444,3.0
-847,-74,только Дантес был на коне.,5197119,0,2.0,2.0
-846,-74,"белочка просто грызла ядра орехов, а не приходила к каждому алкоголику по пьяни",5197119,0,3.375,3.0
-845,-74,"перчаткой можно было не только в нокаут отправить, но и убить в дальнейшем",5197119,0,4.33333,4.0
-844,-74,"реп баттлы были между крестьянами, не поделившими репу.",8025376,0,4.33333,4.0
-843,-74,бакенбарды носили не только хипстеры,5197119,0,3.8,5.0
-842,-74,"если ты захотел пошутить, то тебя в ответ могли захотеть поSHOOTить",2204686,0,3.625,4.0
-841,-74,"стреляли поэтов, а не сигареты",2204686,1,6.25,5.0
-840,-74,лайки ещё были @,2204686,0,3.44444,2.0
-839,-74,лайки ставили взасос,2204686,0,5.33333,5.0
-838,-74,"вместо ""Ок, Google!"" говорили ""Лакей, книгу!""",2204686,0,5.88889,5.0
-837,-74,"фраза ""Сегодня в Петербурге 8 баллов"" была не про пробки",2204686,0,5.0,5.0
-836,-74,стра-на пья-на до тем-на хоп-хей-на-на-на!,2204686,0,2.25,2.0
-835,-74,пора валить с такими законами,18048224,0,4.77778,3.0
-834,-74,российский интернет был в меньшей опасности,18048224,1,5.25,5.0
-833,-73,"сериал игра престолов на территории России, чтобы не подавать идеи как свергать Короля.",6681591,0,4.0,3.0
-832,-73,"геев. Милонов выступил категорически против - против того, чтобы называть геями пидоров",2204686,0,3.66667,2.0
-831,-73,адекватно мыслить. По их оценкам большинство россиян этот запрет все равно не затронет,2204686,0,4.7,5.0
-830,-73,словосочетания. Теперь законно не могут и двух слов связать.,8025376,1,5.75,6.5
-829,-73,запретный плод и человеческий род так и остановился на Адаме и Еве,5197119,0,3.0,3.0
-828,-73,запрещать и застряла в лимбе,5197119,0,4.0,3.0
-827,-73,"шуткобота, потому что не ахерели ли вы шутки про думу придумывать?",14138505,0,4.11111,3.0
-826,-72,зверей вида Homo prishol-s-detmi-v-vyhodnye,2204686,0,3.27273,2.0
-825,-72,"бесит, что обычно зоопарк это не зоопарк",18048224,0,1.6,1.0
-824,-72,"раздражает вольер с макаками, откуда меня не выпускают",18048224,1,6.0,5.0
-823,-72,"дневного персонала дети любят охранника Петровича. А ночью уже Петрович любит того, кто больше любил его.",18048224,0,2.8,3.0
-822,-72,Серсея любит смотреть на слонов,18048224,0,2.33333,1.0
-821,-72,"букв ""о""",2204686,0,3.54545,3.0
-820,-71,не очень,18486664,0,2.33333,1.0
-819,-71,"трудно: Джек Ма, Джек Па, Джек Ба и Джек Де оказались не одной семьёй. И даже не однофамильцами...",2204686,0,3.54545,2.0
-818,-71,просто от европейцев,2204686,0,4.7,4.0
-817,-71,не очень...,2204686,0,4.08333,3.0
-816,-71,лёгкий отличительный большой разница отличная качество  xiaomi Huawei iPhone различение человек сортировка,2204686,1,8.90909,8.0
-815,-71,"просто. Вот ты попробуй ""одень"" от ""надень"" отличить!",2204686,0,3.18182,3.0
-814,-71,"Просто, азиат это азиат, остальные не азиат",101948008,0,3.83333,3.0
-813,-71,"Азиат уже пьян, в то время как Русский пьет 25 стакан",101948008,0,2.09091,1.0
-812,-71,"Просто, Азиат уже закончил собирать мебель из Икеи, в то время пока Русские поняли что акул больше нет и идут открывать коробку из под мебели",101948008,0,1.88889,1.0
-811,-70,"- ""вжух и ты вне очереди"" за акцией уже скопилась очередь",5197119,0,4.6875,4.0
-810,-70,- Депозит с отрицательной ставкой. Поможем инфляции!,5197119,0,4.46667,4.0
-809,-70,"- ""Где получали там уже нету""",5197119,0,5.0625,3.0
-808,-70,Татуировка с котом Грефа даёт ипотеку без взноса,5197119,0,5.0625,3.0
-807,-70,"agile процент по кредиту от Грефа - то 20, то 30%",5197119,0,3.07143,3.0
-806,-70,Две бабушки в очереди по цене одной,5197119,0,3.66667,3.0
-805,-70,"""Сберегаем нервы"": все ваши нервы потраченные в отделении вернуться в виде кешбека нервами при общении с колл-центром",2204686,1,5.5,5.0
-804,-70,"""Оплата без комиссии"": теперь чтобы что-то оплатить не нужно показывать свой платёж комиссии по одобрению платежей в своём отделении",2204686,0,4.85714,3.0
-803,-70,"""Щелчок Таноса"": половина ваших денег исчезнет с припиской ""Где деньги получали - туда и обращайтесь!""",2204686,0,4.46154,4.0
-802,-70,"""Переведи зарплату в нормальный банк"" привела к большому оттоку клиентов",2204686,0,4.8,4.0
-801,-70,"для акционеров: все, кто купит акции по акции, акцептируют дополнительные акции по результатам акции",2204686,0,4.2,3.0
-800,-69,Уренгой,247617768,0,2.78571,1.0
-799,-69,Год,247617768,0,2.42857,1.0
-798,-69,сезон мозаики - перекладывают брусчатку,5197119,1,3.76923,3.0
-797,-69,"маршрут, на конечной остановке которого пассажиры узнают, что ты пидор.",8025376,0,2.71429,1.0
-796,-69,Стартер,8025376,0,2.23077,1.0
-795,-68,на пожарных молятся,2204686,0,4.52941,4.0
-794,-68,просто огонь!,2204686,1,5.5,5.0
-793,-68,французы,2204686,0,2.16667,1.0
-792,-68,,30033860,0,1.63158,1.0
-791,-68,идут к Христу как на пожар,18048224,0,4.21053,3.0
-790,-68,"ждут, что напишут в шуткоботе",18048224,0,2.83333,1.0
-789,-68,и у горгулий сгорела жопа,18048224,0,4.52632,3.0
-788,-67,все силы брошены на создание мемов про огонь и французов,8025376,0,4.58333,5.0
-787,-67,"они могут появляться только спустя 1, 3, 5, 8 или 13 дней",2204686,0,5.0,5.0
-786,-67,ждали выхода Игры престолов,2204686,0,3.25,3.0
-785,-67,я перестал шутить над своим обострением и начал его лечить.,30033860,0,4.53846,3.0
-784,-67,у школьников уже закончились каникулы.,30033860,0,5.58333,5.0
-783,-67,"кончать, проще, чем зачать.",30033860,0,5.35714,5.0
-782,-67,"хорошо, ты не пидор.",30033860,0,2.28571,1.0
-781,-67,"всё плохое, когда-нибудь заканчивается",80869211,1,6.66667,8.0
-780,-66,"ужасов - поэтому мы и развели небольшой костер"" - оправдывались пугливый реставраторы собора.",8025376,1,5.30769,4.0
-779,-66,"ужасов"" - сказал Чубайс и отключил электроэнергию.",8025376,0,3.76923,3.0
-778,-66,.как ты.,54969569,0,2.23077,2.0
-777,-66,наполовину (у оптимистов),2204686,0,4.72727,2.0
-776,-66,поклонников Игры престолов,2204686,0,3.41667,2.0
-775,-66,"ты, потому что опять жрёшь после 11",2204686,0,2.75,3.0
-774,-66,Как твоя телка,27263359,0,2.5,1.0
-773,-65,"тусовщиков, уже подали на алименты .",54969569,1,5.93333,5.0
-772,-65,"дворников - смотреть, как ты не можешь найти свой клад.",30033860,0,4.72222,4.0
-771,-65,не завезли,18048224,0,4.27778,4.0
-770,-65,детей заводят взрослых,18048224,0,3.33333,3.0
-769,-65,лепреконов в ирландской жопе,18048224,0,2.5625,3.0
-768,-65,"президентов, закрыть одноклассники и больше никогда не появляться онлайн.",30033860,0,2.2,1.0
-767,-65,чисел. Съесть целый торт одному.,30033860,0,5.3125,5.0
-766,-65,"физиков-ядерщиков настолько малы, что вы даже не заметите, как они вас расщепляют.",5197119,0,4.9375,5.0
-765,-65,олигархов - годовая зарплата Петровича и всех его друзей,5197119,1,4.26667,5.0
-764,-65,"чисел. Они бессмысленны и абсолютно пусты, так же как и Ты",80869211,0,2.88235,2.0
-763,-64,туда где проживают мутанты то узнаешь что там нет шоколадной фабрики,222267422,0,2.13636,1.0
-762,-64,в пачку муки то можно услышать колокала,222267422,0,2.69565,1.0
-761,-64,в глаза лабрадора то можно получить люлей,222267422,0,2.94737,1.0
-760,-64,"на огонь, то тебя могут уволить из МЧС",8025376,1,7.65217,8.0
-759,-64,"на поле, то ячмень вырастет еще и в глазу",34957710,0,4.91304,5.0
-758,-64,"Галкина, то можно увидеть как его воспитывает бабушка, а потом он воспитывает бабушку",34957710,0,3.7619,3.0
-757,-64,"вишню, то можно узнать вишневый секрет",34957710,0,3.7619,3.0
-756,-63,"Невеста была очаровательной колдуньей, теперь я женат на ведьме.",6527210,0,3.64706,3.0
-755,-63,любит бывшего,18486664,0,3.2,2.0
-754,-63,"- дура. Спасибо шуткоботу за то, что дал возможность это сказать.",54396,0,5.6875,5.0
-753,-63,предмет исключительно моего воображения,153428845,0,4.28571,3.0
-752,-63,"после секса со мной всегда ходила на исповедь. Так что о наших отношениях знали трое: я, она и ее святой отец.",8025376,0,4.9375,5.0
-751,-63,"думает, что я ее преследую. По крайней мере именно это она бормочет во сне.",30033860,0,4.92857,4.0
-750,-63,"всем бывшим бывшая, в смысле она би и увела у меня бывшую",5197119,0,4.46667,3.0
-749,-63,- иногда это понятие растяжимое,5197119,0,6.66667,6.5
-748,-63,"недолго искалась, легко потерялась, и забылась моментально",5197119,0,3.26667,3.0
-747,-63,Уже не нынешняя,143560205,0,2.5,1.0
-746,-63,Была молодой и красивой,143560205,0,1.76923,1.0
-745,-63,Изменила мне с Малаховым,143560205,0,3.1875,3.0
-744,-63,и есть то самое хорошо забытое старое,5197119,0,6.2,5.0
-743,-63,"думала, что за ней будущее. А за ней будущая!",2204686,1,8.35294,8.0
-742,-63,"желает, но не может. Моя нанешняя может, но не желает... Охотницы, $#@!",2204686,0,2.9375,3.0
-741,-63,"сказала, что не будет. - И правда не будет, - решил я",2204686,0,3.0625,3.0
-740,-63,телефона не звонит! Новая телефона покупать надо!,2204686,0,3.25,3.0
-739,-62,Пересчитывают всех воскресших Иисусов,153428845,0,4.76923,5.0
-738,-62,"Биполярное расстройство: то жара, то мороз",5197119,0,5.30769,5.0
-737,-62,Шальная весна,5197119,0,2.46154,1.0
-736,-62,"Орут не только больные, но и коты",70544650,0,5.08333,5.0
-735,-62,орут не только коты,70544650,0,3.84615,3.0
-734,-62,больные распускаются.,153428845,1,6.73333,6.5
-733,-62,астрологи объявили день дурака,153428845,0,4.41667,5.0
-732,-62,"многие не лежат, а стоило бы",153428845,0,6.53846,5.0
-731,-62,баянистая шутка про вяжущих бабушек во рту заняла первое место.,54396,0,4.85714,5.0
-730,-62,особой популярностью пользуется шуткобот.,54396,0,4.6,4.0
-729,-62,врачей не отличить от больных,12930283,0,3.85714,3.0
-728,-62,Взорвалась медсестра от охотника который желает знать,455554963,0,4.36364,3.0
-727,-62,Лежит охотник который все время желает знать,455554963,0,4.71429,5.0
-726,-61,", чтобы хотя бы в постели его ждало не бревно)",8025376,0,3.05556,3.0
-725,-61,"уже знать, где же сидит этот фазан!!!!",19221305,0,2.52941,1.0
-724,-61,", но не каждый охотник может.",54396,1,5.68421,5.0
-723,-61,поймать и жарить,153428845,0,3.58824,3.0
-722,-61,жрать! А кто ж не желает?,153428845,0,5.38889,4.0
-721,-61,"счастья, любви, здоровья, денег. И не только охотник желает. Задолбали с одинаковыми пожеланиями! На каждый др одно и то же! Ни капли оригинальности!",153428845,1,5.5625,5.0
-720,-61,"знать, а знать не желает охотника...",2204686,0,4.52632,3.0
-719,-61,тебе отличного дня!,2204686,0,4.58824,4.0
-718,-60,бабушек - они во рту вяжут.,8025376,1,6.0625,6.5
-717,-60,"Хумус, таки никто не знает в кого вы превратитесь",5197119,0,3.86667,3.0
-716,-60,"после шести, седьмому мало чего достается",5197119,0,3.76471,2.0
-715,-60,", - сказал самый жёсткий диетолог",5197119,0,4.47059,3.0
-714,-60,"учителей, они тоже люди",5197119,0,4.46667,3.0
-713,-60,"Роллы и суши, если боитесь резких вспышек",6681591,0,2.46667,2.0
-712,-60,огурцы в доме одинокой женщины,153428845,0,4.86667,4.0
-711,-60,"жёлтый снег. Банально, но как жизненно!",153428845,0,4.2,4.0
-710,-60,"после шести, но никто и слова не говорил о девяти или двенадцати ночи)",153428845,0,3.93333,3.0
-709,-57,"сосуды для чистой и светлой Божественной энергии, из кранов течёт абсент.",4312587,0,4.6875,4.0
-708,-57,"родились летом, никто не раздаёт в школе конфеты:(",4312587,0,5.28571,5.0
-707,-57,Феечки,455554963,0,1.8,1.0
-706,-57,Идиоты,455554963,0,1.71429,1.0
-705,-57,Сабатунные,455554963,0,1.53333,1.0
-704,-57,"веганы, коровы и свиньи стали захватывать власть",14138505,0,3.86667,3.0
-703,-57,", люди едят людей, потому что больше нечего",14138505,0,3.84615,3.0
-702,-57,"не дописывают заход, добить бывает",14138505,0,4.0,2.0
-701,-57,"вымерли - хорошо, ведь ""хорошо там, где нас нет"".",153428845,1,7.57143,8.0
-700,-57,бессмертные - нечем заняться.,18486664,0,3.14286,2.0
-699,-57,"астрологи, никто ничему не удивляется.",18486664,0,3.5,3.0
-698,-57,- нет зверей.,18486664,0,4.125,3.0
-697,-57,"лучше тебя, ты родился.",54396,0,4.61538,4.0
-696,-57,"учителя, учителя тоже люди",2204686,0,6.5,6.5
-695,-59,ещё один день дурака и сбежали.,18486664,0,2.84211,1.0
-694,-59,о штормовом предупреждении. Внезапно.,18486664,0,4.5,3.0
-693,-59,неделю шуткобота. Количество зачинов увеличилось вдвое,18486664,0,3.125,3.0
-692,-59,о создании собственной криптовалюты : наебкойн,34957710,0,5.15,5.0
-691,-59,себя учеными,34957710,1,6.11111,6.5
